order_id,created_on,customer_id,gross,status
order_U18xGzJeaMuCzh,2026-07-24,cust_0061,2940.88,captured
order_Uo2BtcLvab1L9Y,2026-07-24,cust_0017,3032.52,captured
order_cd8MPDSfsGPLss,2026-07-24,cust_0070,1763.19,captured
order_j7kRgyynIRSFd8,2026-07-24,cust_0076,2929.11,captured
order_jpFOAk3llhq2D1,2026-07-24,cust_0071,2102.69,captured
order_v2R1btIdLIbcQu,2026-07-24,cust_0040,313.65,captured
order_yGmKl3kZfddRaP,2026-07-24,cust_0044,3782.38,captured
order_9Ft7WTus7auGjA,2026-07-25,cust_0065,3768.45,captured
order_BXDVKMefIWDKbc,2026-07-25,cust_0045,1450.43,captured
order_CD9DxJnDtb1bOK,2026-07-25,cust_0006,2747.02,captured
order_CapjFnoGUTovra,2026-07-25,cust_0030,2724.41,captured
order_DeiHq2kG5sMIrx,2026-07-25,cust_0066,3384.69,captured
order_E3fGnh3hW7ss08,2026-07-25,cust_0013,3633.73,captured
order_HidLKSzIYp1YQ6,2026-07-25,cust_0027,4471.44,captured
order_P7OEGwNUTx7K9R,2026-07-25,cust_0016,4449.68,captured
order_SBTfrZMHfDzQ2V,2026-07-25,cust_0071,3633.23,captured
order_Xm7tFZDO4yMqW6,2026-07-25,cust_0050,4923.56,captured
order_joAKD9LYuSXYCm,2026-07-25,cust_0020,565.49,captured
order_kem5H1PPJiYtgk,2026-07-25,cust_0017,2600.16,captured
order_r1LR8AnoEf5F71,2026-07-25,cust_0067,3305.86,captured
order_xHOZqueTaxff1C,2026-07-25,cust_0048,1809.67,captured
order_yAQGSM56jl1BU2,2026-07-25,cust_0041,2139.49,captured
order_1Uqrz7HLC69UeH,2026-07-26,cust_0048,880.04,captured
order_4ZwyzITQNRkev1,2026-07-26,cust_0046,4061.50,captured
order_Ar7tGL06cvt0OE,2026-07-26,cust_0052,3891.49,captured
order_BcEIozWuvgvDGO,2026-07-26,cust_0063,1441.74,captured
order_Orh7xsEUEgZn9z,2026-07-26,cust_0002,438.38,captured
order_U4895sOms83vMt,2026-07-26,cust_0018,1333.50,captured
order_ULchvC8TRgCxen,2026-07-26,cust_0025,1636.62,captured
order_e68WdpDViDtven,2026-07-26,cust_0043,4421.77,captured
order_jbQswKciWwc9NF,2026-07-26,cust_0020,4550.62,captured
order_kUQkkLxHerm5OO,2026-07-26,cust_0073,4670.47,captured
order_nNgqt1B4typnze,2026-07-26,cust_0025,1975.78,captured
order_oT5yVNPfHHJ0GC,2026-07-26,cust_0031,3159.48,captured
order_ppacwWdoQrHL2o,2026-07-26,cust_0067,2125.96,captured
order_rA1RPVePwP9oJQ,2026-07-26,cust_0086,1538.18,captured
order_s4T6KEuKLhOXid,2026-07-26,cust_0011,283.06,captured
order_1jWhBar5CP9IJv,2026-07-27,cust_0066,44414.84,captured
order_2ktniNso8MIumc,2026-07-27,cust_0023,16472.19,captured
order_6TAnyU2H9DEJ58,2026-07-27,cust_0081,4078.53,captured
order_8nUsAuxhUubWa8,2026-07-27,cust_0079,8708.38,captured
order_Co0dTdxGYzMQXW,2026-07-27,cust_0058,1769.10,captured
order_EHrBugFXNAoLeG,2026-07-27,cust_0071,2197.03,captured
order_FFQDrMja1ndTmM,2026-07-27,cust_0022,1309.59,captured
order_I5p59OkBptdnNk,2026-07-27,cust_0034,1767.65,captured
order_MjsmK3R5HmHkgV,2026-07-27,cust_0036,59474.17,captured
order_UNtzz8yZwo831t,2026-07-27,cust_0072,2178.21,captured
order_WP3Y5bSeSyECxi,2026-07-27,cust_0002,1656.08,captured
order_WY187EFXfB0OcC,2026-07-27,cust_0043,4077.59,captured
order_ZgvAIZDwbhKtCg,2026-07-27,cust_0040,3263.45,captured
order_cdDQSl1Tpg7pyY,2026-07-27,cust_0017,4432.86,captured
order_d1uRHivoNYXBzb,2026-07-27,cust_0007,1879.18,captured
order_igaBjuMbZFIjiq,2026-07-27,cust_0045,351.64,captured
order_vRKKoasRZd5TG9,2026-07-27,cust_0076,4686.59,captured
order_zmv3YLHfgGglZt,2026-07-27,cust_0076,1368.44,captured
order_7h82WQneEJpa2x,2026-07-28,cust_0032,1170.22,captured
order_8wDcWXh6ue47I3,2026-07-28,cust_0067,1916.24,captured
order_EzwbONVKdv7EyD,2026-07-28,cust_0080,4770.70,captured
order_L5kqLesDpfZe38,2026-07-28,cust_0018,4264.51,captured
order_P1uuhlTIjIqSEV,2026-07-28,cust_0004,3826.25,captured
order_TIrgWdJDwNcu5Y,2026-07-28,cust_0063,2833.56,captured
order_VFS5PoM0dpcW9M,2026-07-28,cust_0039,4339.39,captured
order_cqmysHgtvO2gKM,2026-07-28,cust_0012,2668.62,captured
order_dvEU7ExmfnEob2,2026-07-28,cust_0060,639.62,captured
order_jMkio7CU7GLFWq,2026-07-28,cust_0085,1826.08,captured
order_m2510cFy5pD3Tx,2026-07-28,cust_0082,4044.10,captured
order_oMj3YlA0izzmzl,2026-07-28,cust_0061,2015.87,captured
order_uY127OzadX4PZ8,2026-07-28,cust_0032,1314.30,captured
order_vSv7IRDHQLH72d,2026-07-28,cust_0014,15937.97,captured
order_3rOtQN223nkifA,2026-07-29,cust_0061,4552.40,captured
order_F4v7zjZ28H9UR5,2026-07-29,cust_0005,1310.18,captured
order_FVZQnvbc7WfL45,2026-07-29,cust_0030,942.46,captured
order_JOoj3YZSIha0av,2026-07-29,cust_0089,633.64,captured
order_Srulab2mhjDpyk,2026-07-29,cust_0041,54957.80,captured
order_TatCsVbDF5d5U3,2026-07-29,cust_0020,3592.74,captured
order_W7cIida0KNCdyA,2026-07-29,cust_0012,3964.17,captured
order_Wq2BfqHTjW8kFZ,2026-07-29,cust_0040,1526.55,captured
order_WvkxCQOvmKgzhg,2026-07-29,cust_0008,49501.10,captured
order_cx98V6lVLx3RAl,2026-07-29,cust_0064,3257.63,captured
order_gsVi7ARXQ7Byy0,2026-07-29,cust_0061,2014.98,captured
order_i6uaDDOngeqx8a,2026-07-29,cust_0068,782.04,captured
order_31z3DkON1Ar15Y,2026-07-30,cust_0039,54796.13,captured
order_AVliHhLpf7tAeU,2026-07-30,cust_0071,3521.57,captured
order_AjburaoRsb98OL,2026-07-30,cust_0079,946.31,captured
order_F3DTgsNhHi7GI7,2026-07-30,cust_0024,1725.94,captured
order_K72BmwpMXmNYQq,2026-07-30,cust_0037,41494.12,captured
order_K858OTozCx7UkL,2026-07-30,cust_0078,463.94,captured
order_RnkxXN57WtCrMA,2026-07-30,cust_0031,4222.32,captured
order_jatDge0nFxd23I,2026-07-30,cust_0021,3893.88,captured
order_s9WMhYLjdupbK9,2026-07-30,cust_0067,4543.69,captured
order_2T8DEgIB3zj6tW,2026-07-31,cust_0019,3246.69,captured
order_4SfbtMsIiIGw87,2026-07-31,cust_0075,2981.43,captured
order_4a3HmXV86blU7c,2026-07-31,cust_0008,927.25,captured
order_5o4zE6OYSnZ0B8,2026-07-31,cust_0003,41187.28,captured
order_5pizuYb3YPiEHR,2026-07-31,cust_0055,38141.98,captured
order_B9l3rSVjCszGkA,2026-07-31,cust_0030,308.84,captured
order_EgB2NR8FrTVPPw,2026-07-31,cust_0079,4820.69,captured
order_F5ewhFuysv9rBu,2026-07-31,cust_0042,3842.44,captured
order_G9IPIDzF6XqtUG,2026-07-31,cust_0033,4652.71,captured
order_MriPfdk7Nl4vXE,2026-07-31,cust_0035,2856.04,captured
order_OimCtk328TtUJk,2026-07-31,cust_0089,2812.75,captured
order_OnF8m9vcX1buq9,2026-07-31,cust_0043,2608.35,captured
order_QJLe52Uc5MpkZs,2026-07-31,cust_0022,2075.15,captured
order_YaJb8pYjtY7D7r,2026-07-31,cust_0060,3199.99,captured
order_YhIGDrcZFGbIxP,2026-07-31,cust_0065,1969.64,captured
order_bTWbP7MQaPsNCo,2026-07-31,cust_0024,2582.38,captured
order_eGIbblyke6Eezt,2026-07-31,cust_0017,3173.39,captured
order_mqAZm7229TTS0l,2026-07-31,cust_0037,16409.50,captured
order_xPKtP8pumwRVNQ,2026-07-31,cust_0072,2006.08,captured
order_1cBap3Lo3UDaIR,2026-08-01,cust_0089,4703.24,captured
order_5hUgK41P6u5Cu6,2026-08-01,cust_0010,1291.29,captured
order_ChHl0DWw1Dlhgu,2026-08-01,cust_0075,3233.83,captured
order_FGZOuJVrP8COMb,2026-08-01,cust_0050,803.20,captured
order_MHn2IoZWZykuLc,2026-08-01,cust_0037,1359.47,captured
order_OCJG0WimhTwTjS,2026-08-01,cust_0084,526.27,captured
order_Srop7C55gLhMzp,2026-08-01,cust_0027,4855.42,captured
order_nAKTEkgUXMNotZ,2026-08-01,cust_0080,1826.71,captured
order_nKugVN6lI5Sx6i,2026-08-01,cust_0013,4252.21,captured
order_prWKxQTUvIZGXR,2026-08-01,cust_0032,4466.70,captured
order_somSr4i9imCob5,2026-08-01,cust_0039,1517.36,captured
order_1pYjwn5qGR7Og7,2026-08-02,cust_0068,1367.37,captured
order_AqXiuPFK1OxByH,2026-08-02,cust_0007,4517.28,captured
order_AztVmDI4eCwswi,2026-08-02,cust_0053,3372.16,captured
order_H9pTSJEjx9Sa8K,2026-08-02,cust_0030,670.23,captured
order_U552lEaNh4JcIm,2026-08-02,cust_0057,4079.91,captured
order_aYEczAzbhdMhQE,2026-08-02,cust_0035,2118.73,captured
order_foTfx2TVdTKXVT,2026-08-02,cust_0083,3154.98,captured
order_irzVHhz5oAWagm,2026-08-02,cust_0005,832.15,captured
order_jqnyFaTMtNDnuv,2026-08-02,cust_0078,2596.97,captured
order_pFx0aZSiXIqdQM,2026-08-02,cust_0009,4908.67,captured
order_ubdzoQ1XdyVtMy,2026-08-02,cust_0011,4287.04,captured
order_ycq9SLiiG5gBPU,2026-08-02,cust_0073,4162.20,captured
order_1pB2Wl5amSGAAZ,2026-08-03,cust_0079,2761.73,captured
order_CNeqm5kRpCbVS2,2026-08-03,cust_0032,49326.77,captured
order_CvnlfAGG9LsJuv,2026-08-03,cust_0064,2970.83,captured
order_F8w0Auop8fKKX2,2026-08-03,cust_0044,3906.88,refunded
order_FjazkdqFx12AUg,2026-08-03,cust_0073,47960.29,captured
order_GseyO7PyL3vOQO,2026-08-03,cust_0043,2057.67,captured
order_QxmgHwKxlytEe1,2026-08-03,cust_0044,2845.80,captured
order_T6g0fKSZg14ZPn,2026-08-03,cust_0027,1260.71,captured
order_Wk5H92pO8sBAKt,2026-08-03,cust_0003,3840.56,captured
order_YkalBXYT1vzGSc,2026-08-03,cust_0083,3018.35,captured
order_Zr7z687uFIuDli,2026-08-03,cust_0060,2080.44,captured
order_cgb2oaYlUqbD7r,2026-08-03,cust_0079,4608.59,captured
order_gb2cKHWawDfZbr,2026-08-03,cust_0049,3418.85,captured
order_kL6cOILfN4ggjG,2026-08-03,cust_0049,4747.60,captured
order_m0TtNdx2x4TlbS,2026-08-03,cust_0016,5392.37,captured
order_m6GAEtxiPVpUIE,2026-08-03,cust_0075,2115.94,captured
order_1w530dKhyXOFfP,2026-08-04,cust_0017,2115.43,captured
order_3A7H5Dp0nt1FbF,2026-08-04,cust_0021,1408.73,captured
order_BsECTzxnZopuaJ,2026-08-04,cust_0031,2288.41,captured
order_C25XQqbdjPF9yt,2026-08-04,cust_0032,1819.98,captured
order_IeFpHMqlBPCV84,2026-08-04,cust_0016,40231.30,captured
order_Jr4qTDXJRqHKAL,2026-08-04,cust_0019,2856.93,captured
order_K2lQfD8MBuTScB,2026-08-04,cust_0076,743.20,captured
order_OJArroey2cIHHg,2026-08-04,cust_0086,2217.70,captured
order_ZE6KWg7ge4u9aL,2026-08-04,cust_0014,1328.32,captured
order_pIByz3bDKtMZ20,2026-08-04,cust_0080,4665.03,captured
order_sNfTmyKwLDGXLe,2026-08-04,cust_0049,2803.96,captured
order_zG7k8TVGL8hzKj,2026-08-04,cust_0042,562.36,captured
order_zn7x359NSRTErU,2026-08-04,cust_0025,3139.11,captured
order_2V2WaN72dxNCq8,2026-08-05,cust_0024,4942.23,captured
order_44ukmbamoUyKyU,2026-08-05,cust_0075,519.16,captured
order_5LTKI27KWlJozK,2026-08-05,cust_0072,2459.91,captured
order_8ad3drGL8riYBx,2026-08-05,cust_0022,34950.68,captured
order_EPi8mFLHbqp0kZ,2026-08-05,cust_0073,2851.37,captured
order_QOy2QlAbc3cDyR,2026-08-05,cust_0043,2233.19,captured
order_UtuNLG3iinogzQ,2026-08-05,cust_0058,2724.16,captured
order_dBePPCXEtbYCzn,2026-08-05,cust_0009,3567.17,captured
order_dJs4TwigdxFoIE,2026-08-05,cust_0074,4916.07,captured
order_fDHLfBVurHJysC,2026-08-05,cust_0085,2641.65,captured
order_iLfTe71I2y4MsY,2026-08-05,cust_0045,4083.04,captured
order_pSV4FdVJDHmNhZ,2026-08-05,cust_0051,50317.46,captured
order_qSjomoU3nfkSSj,2026-08-05,cust_0003,2251.30,captured
order_tLvoGm6nCcit6Q,2026-08-05,cust_0048,219.88,captured
order_y8tJwPfZf9ZPAR,2026-08-05,cust_0063,4223.56,captured
order_1qV7yLN744muK9,2026-08-06,cust_0046,2904.28,captured
order_CZ9ISyAa7ePU4F,2026-08-06,cust_0030,51502.90,captured
order_D1yfsyEixKZWko,2026-08-06,cust_0065,4179.23,captured
order_KKDW1akFnEzfOe,2026-08-06,cust_0089,418.85,captured
order_PWBWOE6tF7uyVq,2026-08-06,cust_0023,2971.87,captured
order_RDDRUPKqPXah8j,2026-08-06,cust_0039,307.34,captured
order_Zy4h7FpnwEWYKC,2026-08-06,cust_0057,32397.98,captured
order_ciFlm6J2Jg8ieU,2026-08-06,cust_0037,2614.69,captured
order_lk4ZPacYoHnM84,2026-08-06,cust_0062,4716.45,captured
order_mH26w055WX3I2H,2026-08-06,cust_0009,2395.61,captured
order_oFnbK6KaEoB9sz,2026-08-06,cust_0064,4953.10,captured
order_wtnGOa3gx2cKHM,2026-08-06,cust_0025,4747.92,captured
order_xqTsf80KhCZ3ur,2026-08-06,cust_0015,3847.78,captured
order_zmonaXFm5cYHBG,2026-08-06,cust_0087,2538.91,captured
order_6nip3ApeDDKZNK,2026-08-07,cust_0003,2986.67,captured
order_AB1Rt0B5Bu9GBs,2026-08-07,cust_0047,4035.47,captured
order_C8Os00UNFFKJux,2026-08-07,cust_0050,3654.74,captured
order_CANTI9rRwjtKMv,2026-08-07,cust_0040,2343.53,captured
order_IM55VpLLSNShiO,2026-08-07,cust_0062,707.59,captured
order_JGxdRwmEgbQdMh,2026-08-07,cust_0032,3071.68,captured
order_L1OgNKLkNS9EJg,2026-08-07,cust_0020,856.26,captured
order_YUSGfYsAdCIQii,2026-08-07,cust_0011,1902.95,captured
order_Yqe4nsE6XHA99A,2026-08-07,cust_0004,3564.02,captured
order_Yx10jQlB8jASb4,2026-08-07,cust_0020,46641.76,captured
order_ZDYzKwYopHa3MK,2026-08-07,cust_0018,1170.24,captured
order_DbjzxSTdx14VEp,2026-08-08,cust_0027,3506.22,captured
order_E2HglpsJJYPG0T,2026-08-08,cust_0072,1748.76,captured
order_Epnv1qv7UZIHQl,2026-08-08,cust_0048,398.79,captured
order_HodkYuetwz59Zx,2026-08-08,cust_0034,18857.91,captured
order_IakWgtMLHrdEmc,2026-08-08,cust_0035,2854.65,captured
order_NaRpaDHM2IVC8P,2026-08-08,cust_0023,4801.60,captured
order_Q0JYHbllZtsm0X,2026-08-08,cust_0001,3321.98,captured
order_Q4qiWDmGMEvh6q,2026-08-08,cust_0062,4703.72,captured
order_TvU51DdXmZfNRl,2026-08-08,cust_0042,4416.73,captured
order_W9L6BQvk5o5XyL,2026-08-08,cust_0061,39763.48,captured
order_Y0wczijkI5ZmrB,2026-08-08,cust_0072,4432.06,captured
order_af0zF6jJHerAGE,2026-08-08,cust_0022,1712.12,captured
order_fiscfgvFqBfmVM,2026-08-08,cust_0063,53726.18,captured
order_fvC9dC3zJFqeUx,2026-08-08,cust_0004,4179.99,captured
order_gWIeyeqzlv3ATn,2026-08-08,cust_0010,3933.72,captured
order_p8QmBIIYHwPALm,2026-08-08,cust_0032,2019.83,captured
order_rKHPtUTkiswAC8,2026-08-08,cust_0075,1412.94,captured
order_uH9e52yHaWQ2Ew,2026-08-08,cust_0074,2765.52,captured
order_xopViuCwhEr5Kz,2026-08-08,cust_0021,2241.37,captured
order_APg9u2TLGSshER,2026-08-09,cust_0032,669.60,captured
order_BUrPS8qO42uL92,2026-08-09,cust_0002,3585.32,captured
order_Nxg2iBiqdeshLa,2026-08-09,cust_0069,1746.21,captured
order_OtGDMwwsp1qi9L,2026-08-09,cust_0022,3505.48,captured
order_UmFC5EjVVUHlmg,2026-08-09,cust_0053,2236.46,captured
order_exKvKx8HKSnbPq,2026-08-09,cust_0042,3488.70,captured
order_miK979yQ5kWFRd,2026-08-09,cust_0071,4236.52,captured
order_p0oelURRxehXY2,2026-08-09,cust_0043,566.36,captured
order_pvVnloTjuvO9dU,2026-08-09,cust_0018,3971.54,captured
order_syhHPZWyK2V3am,2026-08-09,cust_0014,1009.65,captured
order_twCUAtoGO5CHN6,2026-08-09,cust_0070,2141.26,captured
order_4rBPiKl4QSMuqn,2026-08-10,cust_0012,7163.30,captured
order_7GcKg9dA7ZKamg,2026-08-10,cust_0085,1307.80,captured
order_8smaU34Poi7D1Y,2026-08-10,cust_0067,34486.73,captured
order_Cr2r4unOYz1pUE,2026-08-10,cust_0080,2278.76,captured
order_CuTbbMS0qMbmjT,2026-08-10,cust_0048,3145.94,captured
order_Exal6jkSWG8iHZ,2026-08-10,cust_0042,2678.34,captured
order_JmTXg8T5TqN5Yt,2026-08-10,cust_0055,4287.30,captured
order_MmBHgDdYcoJWDj,2026-08-10,cust_0086,3400.23,captured
order_NOOOe2tRzQUj1d,2026-08-10,cust_0041,2046.81,captured
order_PmSHPxTFGFdKxd,2026-08-10,cust_0046,4097.63,captured
order_iOnT7bN0cXmPTv,2026-08-10,cust_0052,1662.26,captured
order_mvYdzBKH6qTO8U,2026-08-10,cust_0075,1671.45,captured
order_oJfIWBbTprsvN0,2026-08-10,cust_0050,46483.02,captured
order_p94MRidWYOLu5T,2026-08-10,cust_0010,1463.21,captured
order_q6DAmnGB6KU399,2026-08-10,cust_0009,56794.06,captured
order_zsGcm73e2JvFQh,2026-08-10,cust_0030,39189.24,captured
order_00bpYrXSSI0hRn,2026-08-11,cust_0002,4322.45,captured
order_2Rt6qcloHisuiE,2026-08-11,cust_0067,3323.13,captured
order_32ETMolOMF6Onb,2026-08-11,cust_0001,1621.84,captured
order_6SUgIg2VQpwHVw,2026-08-11,cust_0014,9570.85,captured
order_8O9Wo9KXn2zKUT,2026-08-11,cust_0034,326.92,captured
order_8XvNfyayabxRPm,2026-08-11,cust_0036,1376.84,captured
order_A27TeiorlLlSQL,2026-08-11,cust_0038,3124.47,captured
order_DTgVFX39demqG4,2026-08-11,cust_0065,46709.91,captured
order_GFP5DM6NPj01rt,2026-08-11,cust_0054,3740.69,captured
order_GpHJgzzhLVZVK3,2026-08-11,cust_0074,3850.65,captured
order_jnzpdygcPw2YKG,2026-08-11,cust_0023,1963.80,captured
order_q4BwoROUeYwvKN,2026-08-11,cust_0001,4798.92,captured
order_1MNg3Vmzzu5aP1,2026-08-12,cust_0040,4825.51,captured
order_35SynxZ7DCsH3U,2026-08-12,cust_0051,4500.96,captured
order_4uBYip8bW5NeCW,2026-08-12,cust_0048,3726.94,captured
order_6eHlCKW8qsBndC,2026-08-12,cust_0081,2276.56,captured
order_NV0HP4ek7rPqt8,2026-08-12,cust_0076,18733.88,captured
order_Pb3M3ECmpaqZTW,2026-08-12,cust_0061,3797.96,captured
order_Q3kmPuS9qLxxmt,2026-08-12,cust_0046,11464.66,captured
order_T99u6JivXHmQyA,2026-08-12,cust_0001,2382.19,captured
order_ZVKN9Sqd1wQ5H6,2026-08-12,cust_0061,48850.41,captured
order_icwmSJqM1PrYI3,2026-08-12,cust_0023,2391.89,captured
order_j4lxPAvsKjXPKd,2026-08-12,cust_0070,1287.81,captured
order_oJ0qnJaK8Lmyfr,2026-08-12,cust_0045,4835.49,captured
order_ECpR5uUyHwOD0B,2026-08-13,cust_0089,2900.62,captured
order_EFf1sMXCWqfXk9,2026-08-13,cust_0009,279.78,captured
order_EPSHHDDF77gJwV,2026-08-13,cust_0060,293.84,captured
order_I7na4hlYs7haAo,2026-08-13,cust_0022,4354.55,captured
order_MUsnGIqWVKUUg5,2026-08-13,cust_0062,10924.45,captured
order_OXRXUZtP8jybPr,2026-08-13,cust_0055,3899.48,captured
order_mM8ufrxTCMdnKN,2026-08-13,cust_0008,3276.22,captured
order_330WAnsBYqrL5x,2026-08-14,cust_0041,19282.73,captured
order_VQIPTFQKjHJjTP,2026-08-14,cust_0012,751.77,captured
order_d5fJyI3V22uybn,2026-08-14,cust_0008,4939.47,captured
order_eEevhJSZ8a5HPc,2026-08-14,cust_0005,2443.26,captured
order_iw5YHL6ULFU09p,2026-08-14,cust_0076,1775.28,captured
order_jSg0TTDTlxlTKd,2026-08-14,cust_0061,4340.38,captured
order_77qQIhyyMukHTU,2026-08-15,cust_0048,1279.55,captured
order_8Bnhe8djk4XjNv,2026-08-15,cust_0044,1848.64,captured
order_9A5KAxpopqON0p,2026-08-15,cust_0055,1891.44,captured
order_E4pqxfQKuIBlPy,2026-08-15,cust_0059,52120.12,captured
order_FU0Sn5Kw1fmP3s,2026-08-15,cust_0062,1977.04,captured
order_FkDza8AsMXPsFJ,2026-08-15,cust_0088,35089.32,captured
order_U5d0RJJhQ4G9V0,2026-08-15,cust_0010,1120.40,captured
order_Ujao9rItHIHu8Z,2026-08-15,cust_0049,3718.29,captured
order_XqkHhKac6J9Ltx,2026-08-15,cust_0066,3778.38,captured
order_YQRvUaoDfoIb6v,2026-08-15,cust_0001,3372.35,captured
order_eDubl77Az4jMwE,2026-08-15,cust_0013,4048.45,captured
order_lVEL4qtuS6WCFC,2026-08-15,cust_0060,37003.04,captured
order_spSpl3HaGDOvgE,2026-08-15,cust_0069,4530.43,captured
order_0Y2DYJTMBzbgXw,2026-08-16,cust_0050,473.25,captured
order_51PM4isrUiH3GP,2026-08-16,cust_0030,2317.73,captured
order_5dc4bBD8DaUmVZ,2026-08-16,cust_0078,3367.18,captured
order_AinlfNTwexUH7c,2026-08-16,cust_0058,3277.95,captured
order_IsADLX7w3wIObz,2026-08-16,cust_0072,2859.76,captured
order_MgqKAggoNtYJBJ,2026-08-16,cust_0007,39213.48,captured
order_azSrqd8vLs8Wh7,2026-08-16,cust_0048,4553.50,captured
order_bhu4wwRJz7dxG5,2026-08-16,cust_0077,3178.62,captured
order_clMeOdV6tVwx34,2026-08-16,cust_0019,4067.10,captured
order_puZHAezSROBDfJ,2026-08-16,cust_0009,39157.09,captured
order_qjpYbXpsJAGBl4,2026-08-16,cust_0075,2913.52,captured
order_sooQjTudqWaSaT,2026-08-16,cust_0041,3257.01,captured
order_sytBpqyaFbjLXD,2026-08-16,cust_0081,3312.43,captured
order_tDuFUCMvoJLlhA,2026-08-16,cust_0080,2626.84,captured
order_0ScS1siVflxggp,2026-08-17,cust_0067,3911.22,captured
order_4oTabu4EXP8nCk,2026-08-17,cust_0038,3615.03,captured
order_Fcry2OmgxlHfci,2026-08-17,cust_0061,3923.17,captured
order_HRhFBVrDOWxyQA,2026-08-17,cust_0069,1043.35,captured
order_HbXXxeAGnYTJGc,2026-08-17,cust_0018,39720.95,captured
order_QVNY1J5QJCJZDk,2026-08-17,cust_0012,809.87,captured
order_S1eXuZoauzcaYp,2026-08-17,cust_0018,3442.04,captured
order_UfbMZQtRl1lrCA,2026-08-17,cust_0081,671.27,captured
order_Uxmk2FIW5M4L8s,2026-08-17,cust_0061,3140.29,captured
order_W1YmTwqhlwRbu5,2026-08-17,cust_0009,4717.51,captured
order_X7N6rv3CpPoynU,2026-08-17,cust_0075,17900.46,captured
order_Y6jTTrEruoGfYr,2026-08-17,cust_0017,1555.47,captured
order_jvgDiUwGMm859x,2026-08-17,cust_0008,586.71,captured
order_moRAhb4cj7xF03,2026-08-17,cust_0016,3747.14,captured
order_qEl00XEg9daLKo,2026-08-17,cust_0059,2553.52,captured
order_snSHEperKnFSoT,2026-08-17,cust_0003,4070.79,captured
order_vXwFadMQkPgi0Z,2026-08-17,cust_0022,50917.21,captured
order_wmdpi4N7nSlXk3,2026-08-17,cust_0054,3024.84,captured
order_3o2ubDnNIyT4jw,2026-08-18,cust_0036,1192.28,captured
